Entidade;Número do Organograma;Descrição do organograma;Número da ação;Descrição da ação;Número do programa;Descrição do programa;Número da função;Descrição da função;Número da subfunção;Descrição da subfunção;Número da despesa;Natureza de Despesa;Descrição da natureza de despesa;Recurso;Descrição do recurso;Saldo atual da despesa
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;1.105;CONSTRUÇÃO DE PREDIO ESCOLAR DESTINADO A EDUCAÇÃO INFANTIL;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;258;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);15.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;272;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;273;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);150.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;273;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;174.978,41
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;273;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;40.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;274;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);15.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;274;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;75.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;274;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;5.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;275;3.3.90.14.00.00.00.00;DIÁRIAS-CIVIL;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;5.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;276;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);4.715,06
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;276;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;4.127,15
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;276;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;3.771,80
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;277;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA FÍSICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);5.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;278;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);25.951,52
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;278;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;15.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;278;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;14.292,64
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.107;MANUTENÇÃO DA CRECHE ANTONIO MONTEIRO;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;279;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;4.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;280;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;281;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);10.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;281;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00101.00101.02.01.00.00.1.540.1070;TRANSFERÊNCIA DO FUNDEB 60% / FUNDEB MÍNIMO 70% - INCISO XI DO ART. 212-A DA CF;50.961,48
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;281;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;19.501,47
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;281;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;53.702,15
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;282;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);5.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;282;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00101.00101.02.01.00.00.1.540.1070;TRANSFERÊNCIA DO FUNDEB 60% / FUNDEB MÍNIMO 70% - INCISO XI DO ART. 212-A DA CF;30.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;282;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;7.367,86
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;282;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;19.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;283;3.3.90.14.00.00.00.00;DIÁRIAS-CIVIL;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;20.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;284;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);6.134,56
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;284;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;3.726,94
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;284;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;21.439,95
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;284;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;01082.01082.02.01.00.00.2.546.1070;TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - ETI - MÁXIMO DE 30% ESTABELECIDO NO INCISO XI;137,45
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;285;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA FÍSICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;286;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);750,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;286;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;15.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;286;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;5.000,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;286;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;01082.01082.02.01.00.00.1.546.1070;TRANSFERÈNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - ETI - MÁXIMO DE 30% ESTABELECIDO NO INCISO XI;0,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;286;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;01082.01082.02.01.00.00.2.546.1070;TRANSFERÊNCIAS DO FUNDEB - COMPLEMENTAÇÃO DA UNIÃO - ETI - MÁXIMO DE 30% ESTABELECIDO NO INCISO XI;0,00
PREFEITURA MUNICIPAL DE INAJA;10.001;ADMINISTRAÇÃO DO DEPARTAMENTO DE EDUCAÇÃO;2.114;MANUTENÇÃO DO ENSINO PRÉ ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;365;Educação Infantil;287;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;5.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;1.102;AQUISIÇÃO DE VEÍCULOS;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;288;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);10.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;1.102;AQUISIÇÃO DE VEÍCULOS;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;288;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00107.00107.99.01.00.00.1.500.0000;SALÁRIO EDUCAÇÃO;10.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.104;MANUTENÇÃO DO TRANSPORTE ESCOLAR - FUNDEB;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;289;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;00102.00102.02.01.00.00.1.540.0000;TRANSFERÊNCIA DO FUNDEB 40% / FUNDEB MÁXIMO 30% - INCISO XI DO ART. 212-A DA CF;2.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.104;MANUTENÇÃO DO TRANSPORTE ESCOLAR - FUNDEB;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;290;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00102.00102.02.01.00.00.1.540.0000;TRANSFERÊNCIA DO FUNDEB 40% / FUNDEB MÁXIMO 30% - INCISO XI DO ART. 212-A DA CF;100.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.104;MANUTENÇÃO DO TRANSPORTE ESCOLAR - FUNDEB;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;291;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00102.00102.02.01.00.00.1.540.0000;TRANSFERÊNCIA DO FUNDEB 40% / FUNDEB MÁXIMO 30% - INCISO XI DO ART. 212-A DA CF;20.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.104;MANUTENÇÃO DO TRANSPORTE ESCOLAR - FUNDEB;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;292;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00102.00102.02.01.00.00.1.540.0000;TRANSFERÊNCIA DO FUNDEB 40% / FUNDEB MÁXIMO 30% - INCISO XI DO ART. 212-A DA CF;10.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.104;MANUTENÇÃO DO TRANSPORTE ESCOLAR - FUNDEB;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;293;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00102.00102.02.01.00.00.1.540.0000;TRANSFERÊNCIA DO FUNDEB 40% / FUNDEB MÁXIMO 30% - INCISO XI DO ART. 212-A DA CF;5.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;294;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);60.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;294;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;34.880,01
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;294;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;6.391,93
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;295;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;295;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;22.872,94
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;295;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;2.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;296;3.3.90.14.00.00.00.00;DIÁRIAS-CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;297;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);58.167,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;297;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00103.00103.01.01.00.00.1.500.1001;5% SOBRE TRANSFERÊNCIAS CONSTITUCIONAIS FUNDEB;60.659,74
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;297;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00104.00104.01.01.00.00.1.500.1001;DEMAIS IMPOSTOS VINCULADOS À EDUCAÇÃO BÁSICA;8.728,00
PREFEITURA MUNICIPAL DE INAJA;10.002;DIVISÃO DE TRANSPORTE ESCOLAR;2.105;MANUTENÇÃO DO TRANSPORTE ESCOLAR;10;DESENVOLVIMENTO DA EDUCAÇÃO;12;Educação;361;Ensino Fundamental;297;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00115.01011.09.01.06.00.1.500.0000;TRANSFERENCIAS PNATE/FNDE/TRANSP ESCOLAR;60.000,00
